ISSN,Title,Business Model,USD,EUR,GBP,JPY,ASJC Code(S)
2772-9710,Santé mentale et Droit,Hybrid,1840.00,"1,680","1,470","222,660",No Match
1319-562X,Saudi Journal of Biological Sciences,Open access,1490.00,"1,360","1,190","180,300",No Match
1319-0164,Saudi Pharmaceutical Journal,Open access,1600.00,"1,460","1,280","193,620",No Match
0956-5221,Scandinavian Journal of Management,Hybrid,3100.00,"2,830","2,480","375,130",No Match
0920-9964,Schizophrenia Research,Hybrid,3800.00,"3,470","3,040","459,840",No Match
2215-0013,Schizophrenia Research: Cognition,Open access,3050.00,"2,780","2,440","369,080",No Match
1355-0306,Science & Justice,Hybrid,3720.00,"3,390","2,980","450,160",No Match
0765-1597,Science & Sports,Hybrid,2400.00,"2,190","1,920","290,420",No Match
2095-9273,Science Bulletin,Hybrid,3880.00,"3,540","3,110","469,520",No Match
2949-7043,Science in One Health,Open access,1800.00,"1,640","1,440","217,820",No Match
0167-6423,Science of Computer Programming,Hybrid,2460.00,"2,240","1,970","297,680",No Match
2666-0172,Science of Remote Sensing,Open access,2120.00,"1,930","1,700","256,540",No Match
0048-9697,Science of The Total Environment,Hybrid,3990.00,"3,640","3,190","482,830",No Match
2772-5693,Science Talks,Open access,720.00,660,580,"87,130",No Match
0304-4238,Scientia Horticulturae,Hybrid,3000.00,"2,740","2,400","363,030",No Match
2468-2276,Scientific African,Open access,590.00,540,470,"71,400",No Match
1359-6462,Scripta Materialia,Hybrid,3220.00,"2,940","2,580","389,650",No Match
0037-0738,Sedimentary Geology,Hybrid,3070.00,"2,800","2,460","371,500",No Match
1059-1311,Seizure,Hybrid,2700.00,"2,460","2,160","326,730",No Match
0049-0172,Seminars in Arthritis and Rheumatism,Hybrid,4240.00,"3,870","3,390","513,080",No Match
1045-4527,Seminars in Arthroplasty: JSES,Hybrid,2500.00,"2,280","2,000","302,530",No Match
1044-579X,Seminars in Cancer Biology,Hybrid,5360.00,"4,890","4,290","648,610",No Match
1084-9521,Seminars in Cell & Developmental Biology,Hybrid,4430.00,"4,040","3,550","536,070",No Match
1043-1489,Seminars in Colon and Rectal Surgery,Hybrid,3090.00,"2,820","2,470","373,920",No Match
0740-2570,Seminars in Diagnostic Pathology,Hybrid,3760.00,"3,430","3,010","455,000",No Match
1744-165X,Seminars in Fetal and Neonatal Medicine,Hybrid,4460.00,"4,070","3,570","539,700",No Match
0037-1963,Seminars in Hematology,Hybrid,3910.00,"3,570","3,130","473,150",No Match
1044-5323,Seminars in Immunology,Hybrid,4230.00,"3,860","3,390","511,870",No Match
0270-9295,Seminars in Nephrology,Hybrid,3400.00,"3,100","2,720","411,430",No Match
0001-2998,Seminars in Nuclear Medicine,Hybrid,4850.00,"4,420","3,880","586,900",No Match
0093-7754,Seminars in Oncology,Hybrid,3360.00,"3,060","2,690","406,590",No Match
0749-2081,Seminars in Oncology Nursing,Hybrid,3490.00,"3,180","2,790","422,320",No Match
1073-8746,Seminars in Orthodontics,Hybrid,2730.00,"2,490","2,190","330,360",No Match
1071-9091,Seminars in Pediatric Neurology,Hybrid,3640.00,"3,320","2,910","440,480",No Match
1055-8586,Seminars in Pediatric Surgery,Hybrid,3260.00,"2,970","2,610","394,490",No Match
0146-0005,Seminars in Perinatology,Hybrid,4140.00,"3,780","3,310","500,980",No Match
1053-4296,Seminars in Radiation Oncology,Hybrid,3190.00,"2,910","2,550","386,020",No Match
0037-198X,Seminars in Roentgenology,Hybrid,2720.00,"2,480","2,180","329,150",No Match
1040-7383,Seminars in Spine Surgery,Hybrid,2280.00,"2,080","1,830","275,900",No Match
1043-0679,Seminars in Thoracic and Cardiovascular Surgery,Hybrid,3340.00,"3,050","2,670","404,170",No Match
1092-9126,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,Hybrid,3320.00,"3,030","2,660","401,750",No Match
0887-2171,"Seminars in Ultrasound, CT and MRI",Hybrid,3360.00,"3,060","2,690","406,590",No Match
0895-7967,Seminars in Vascular Surgery,Hybrid,3330.00,"3,040","2,670","402,960",No Match
2214-1804,Sensing and Bio-Sensing Research,Open access,2780.00,"2,540","2,230","336,410",No Match
0924-4247,Sensors and Actuators A: Physical,Hybrid,3540.00,"3,230","2,830","428,380",No Match
0925-4005,Sensors and Actuators B: Chemical,Hybrid,4640.00,"4,230","3,710","561,490",No Match
2666-0539,Sensors and Actuators Reports,Open access,2370.00,"2,160","1,900","286,790",No Match
2666-3511,Sensors International,Subsidised,420.00,380,340,"50,820",No Match
1383-5866,Separation and Purification Technology,Hybrid,3920.00,"3,580","3,140","474,360",No Match
1877-5756,Sexual & Reproductive Healthcare,Hybrid,1850.00,"1,690","1,480","223,870",No Match
2050-1161,Sexual Medicine,Open access,2500.00,"2,280","2,000","302,530",No Match
2050-0521,Sexual Medicine Reviews,Hybrid,3220.00,"2,940","2,580","389,650",No Match
2405-8726,"She Ji: The Journal of Design, Economics, and Innovation",Open access,1500.00,"1,370","1,200","181,520",No Match
0165-1684,Signal Processing,Hybrid,3100.00,"2,830","2,480","375,130",No Match
0923-5965,Signal Processing: Image Communication,Hybrid,2350.00,"2,140","1,880","284,370",No Match
1569-190X,Simulation Modelling Practice and Theory,Hybrid,2810.00,"2,560","2,250","340,040",No Match
2472-5552,SLAS Discovery,Open access,1800.00,"1,640","1,440","217,820",No Match
2472-6303,SLAS Technology,Open access,1800.00,"1,640","1,440","217,820",No Match
2950-3965,Slavic Literatures,Hybrid,2490.00,"2,270","1,990","301,310",No Match
2352-7218,Sleep Health,Hybrid,3000.00,"2,740","2,400","363,030",No Match
1389-9457,Sleep Medicine,Hybrid,4030.00,"3,680","3,230","487,670",No Match
1087-0792,Sleep Medicine Reviews,Hybrid,5540.00,"5,050","4,440","670,400",No Match
2590-1427,Sleep Medicine: X,Open access,2820.00,"2,570","2,260","341,250",No Match
0921-4488,Small Ruminant Research,Hybrid,2230.00,"2,030","1,790","269,850",No Match
2772-3755,Smart Agricultural Technology,Open access,1580.00,"1,440","1,260","191,200",No Match
2666-9552,Smart Energy,Open access,2680.00,"2,440","2,150","324,310",No Match
2352-6483,Smart Health,Hybrid,2080.00,"1,900","1,670","251,700",No Match
2772-8102,Smart Materials in Manufacturing,Subsidised,**,**,**,**,No Match
2590-1834,Smart Materials in Medicine,Subsidised,**,**,**,**,No Match
2773-2339,"Social and Emotional Learning: Research, Practice, and Policy",Open access,1700.00,"1,550","1,360","205,720",No Match
0378-8733,Social Networks,Hybrid,3420.00,"3,120","2,740","413,850",No Match
0277-9536,Social Science & Medicine,Hybrid,3520.00,"3,210","2,820","425,960",No Match
0049-089X,Social Science Research,Hybrid,2900.00,"2,650","2,320","350,930",No Match
2590-2911,Social Sciences & Humanities Open,Open access,1000.00,910,800,"121,010",No Match
2949-6977,Societal Impacts,Open access,300.00,270,240,"36,300",No Match
0038-0121,Socio-Economic Planning Sciences,Hybrid,3140.00,"2,860","2,510","379,970",No Match
2665-9638,Software Impacts,Open access,580.00,530,460,"70,190",No Match
2352-7110,SoftwareX,Open access,1170.00,"1,070",940,"141,580",No Match
0167-1987,Soil and Tillage Research,Hybrid,4400.00,"4,010","3,520","532,440",No Match
0038-0717,Soil Biology and Biochemistry,Hybrid,4670.00,"4,260","3,740","565,120",No Match
0267-7261,Soil Dynamics and Earthquake Engineering,Hybrid,3790.00,"3,460","3,030","458,630",No Match
2667-0062,Soil Security,Open access,1350.00,"1,230","1,080","163,360",No Match
0038-0806,Soils and Foundations,Open access,1200.00,"1,090",960,"145,210",No Match
2772-9400,Solar Compass,Open access,500.00,460,400,"60,510",No Match
0038-092X,Solar Energy,Hybrid,3300.00,"3,010","2,640","399,330",No Match
2667-1131,Solar Energy Advances,Open access,2750.00,"2,510","2,200","332,780",No Match
0927-0248,Solar Energy Materials and Solar Cells,Hybrid,4210.00,"3,840","3,370","509,450",No Match
2451-912X,Solid Earth Sciences,Open access,2000.00,"1,820","1,600","242,020",No Match
0038-1098,Solid State Communications,Hybrid,2870.00,"2,620","2,300","347,300",No Match
2589-2088,Solid State Electronics Letters,Subsidised,740.00,670,590,"89,550",No Match
0167-2738,Solid State Ionics,Hybrid,3460.00,"3,160","2,770","418,690",No Match
0926-2040,Solid State Nuclear Magnetic Resonance,Hybrid,3640.00,"3,320","2,910","440,480",No Match
1293-2558,Solid State Sciences,Hybrid,2920.00,"2,660","2,340","353,350",No Match
0038-1101,Solid-State Electronics,Hybrid,2340.00,"2,130","1,870","283,160",No Match
0254-6299,South African Journal of Botany,Hybrid,2750.00,"2,510","2,200","332,780",No Match
1026-9185,South African Journal of Chemical Engineering,Open access,880.00,800,700,"106,490",No Match
2950-6166,Space Habitation,Subsidised,**,**,**,**,No Match
0265-9646,Space Policy,Hybrid,3300.00,"3,010","2,640","399,330",No Match
2950-1040,Space Solar Power and Wireless Transmission,Subsidised,**,**,**,**,No Match
2445-4249,Spanish Journal of Legal Medicine,Hybrid,**,**,**,**,No Match
2950-2853,Spanish Journal of Psychiatry and Mental Health,Hybrid,1910.00,"1,740","1,530","231,130",No Match
1877-5845,Spatial and Spatio-temporal Epidemiology,Hybrid,3280.00,"2,990","2,630","396,910",No Match
2211-6753,Spatial Statistics,Hybrid,3430.00,"3,130","2,750","415,060",No Match
1386-1425,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Hybrid,3470.00,"3,160","2,780","419,900",No Match
0584-8547,Spectrochimica Acta Part B: Atomic Spectroscopy,Hybrid,3370.00,"3,070","2,700","407,800",No Match
0167-6393,Speech Communication,Hybrid,2820.00,"2,570","2,260","341,250",No Match
2773-1618,Sports Economics Review,Hybrid,2550.00,"2,330","2,040","308,580",No Match
2666-3376,Sports Medicine and Health Science,Subsidised,**,**,**,**,No Match
0949-328X,Sports Orthopaedics and Traumatology,Hybrid,2200.00,"2,010","1,760","266,220",No Match
2949-8562,SSM - Health Systems,Open access,1450.00,"1,320","1,160","175,460",No Match
2666-5603,SSM - Mental Health,Open access,1500.00,"1,370","1,200","181,520",No Match
2352-8273,SSM - Population Health,Open access,2860.00,"2,610","2,290","346,090",No Match
2666-1667,STAR Protocols,Open access,1550.00,"1,390","1,240","187,570",No Match
0167-7152,Statistics & Probability Letters,Hybrid,3010.00,"2,750","2,410","364,240",No Match
2213-6711,Stem Cell Reports,Open access,3990.00,"3,570","3,190","482,830",No Match
1873-5061,Stem Cell Research,Open access,2300.00,"2,100","1,840","278,320",No Match
0039-128X,Steroids,Hybrid,3650.00,"3,330","2,920","441,690",No Match
0304-4149,Stochastic Processes and their Applications,Hybrid,3420.00,"3,120","2,740","413,850",No Match
0954-349X,Structural Change and Economic Dynamics,Hybrid,3770.00,"3,440","3,020","456,210",No Match
2474-8706,Structural Heart,Open access,2340.00,"2,130","1,870","283,160",No Match
0167-4730,Structural Safety,Hybrid,4250.00,"3,880","3,400","514,290",No Match
0969-2126,Structure,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
2352-0124,Structures,Hybrid,3510.00,"3,200","2,810","424,750",No Match
0191-491X,Studies in Educational Evaluation,Hybrid,3310.00,"3,020","2,650","400,540",No Match
0039-3681,Studies in History and Philosophy of Science,Hybrid,2740.00,"2,500","2,190","331,570",No Match
2772-8307,Superconductivity,Open access,2060.00,"1,880","1,650","249,280",No Match
2949-8635,Supply Chain Analytics,Open access,2000.00,"1,820","1,600","242,020",No Match
2667-2405,Supramolecular Materials,Subsidised,**,**,**,**,No Match
0257-8972,Surface and Coatings Technology,Hybrid,3770.00,"3,440","3,020","456,210",No Match
0039-6028,Surface Science,Hybrid,3240.00,"2,960","2,590","392,070",No Match
0167-5729,Surface Science Reports,Hybrid,4310.00,"3,930","3,450","521,550",No Match
2468-0230,Surfaces and Interfaces,Hybrid,2360.00,"2,440","2,140","285,580",No Match
0039-6060,Surgery,Hybrid,4010.00,"3,660","3,210","485,250",No Match
1550-7289,Surgery for Obesity and Related Diseases,Hybrid,3600.00,"3,280","2,880","435,640",No Match
2666-2620,Surgery in Practice and Science,Open access,1970.00,"1,800","1,580","238,390",No Match
2667-0089,Surgery Open Digestive Advance,Open access,2070.00,"1,890","1,660","250,490",No Match
2589-8450,Surgery Open Science,Open access,2170.00,"1,980","1,740","262,590",No Match
0960-7404,Surgical Oncology,Hybrid,3780.00,"3,450","3,030","457,420",No Match
2950-2470,Surgical Oncology Insight,Open access,2300.00,"2,100","1,840","278,320",No Match
0039-6257,Survey of Ophthalmology,Hybrid,4490.00,"4,100","3,590","543,330",No Match
2667-2596,Sustainability Analytics and Modeling,Open access,1400.00,"1,280","1,120","169,410",No Match
2352-5541,Sustainable Chemistry and Pharmacy,Hybrid,2500.00,"2,280","2,000","302,530",No Match
2772-8269,Sustainable Chemistry for Climate Action,Open access,1510.00,"1,380","1,210","182,730",No Match
2950-4775,Sustainable Chemistry for Energy Materials,Open access,1800.00,"1,640","1,440","217,820",No Match
2949-8392,Sustainable Chemistry for the Environment,Open access,1400.00,"1,280","1,120","169,410",No Match
2950-3574,Sustainable Chemistry One World,Hybrid,1500.00,"1,370","1,200","181,520",No Match
2210-6707,Sustainable Cities and Society,Hybrid,4510.00,"4,110","3,610","545,760",No Match
2210-5379,Sustainable Computing: Informatics and Systems,Hybrid,3140.00,"2,860","2,510","379,970",No Match
2213-1388,Sustainable Energy Technologies and Assessments,Hybrid,3340.00,"3,050","2,670","404,170",No Match
2352-4677,"Sustainable Energy, Grids and Networks",Hybrid,2560.00,"2,330","2,050","309,790",No Match
2666-1888,Sustainable Futures,Open access,2280.00,"2,080","1,830","275,900",No Match
2772-7378,Sustainable Horizons,Open access,2300.00,"2,100","1,840","278,320",No Match
2667-3444,Sustainable Manufacturing and Service Economics,Open access,1800.00,"1,640","1,440","217,820",No Match
2214-9937,Sustainable Materials and Technologies,Hybrid,3940.00,"3,590","3,150","476,780",No Match
2666-4127,Sustainable Operations and Computers,Subsidised,**,**,**,**,No Match
2352-5509,Sustainable Production and Consumption,Hybrid,3400.00,"3,100","2,720","411,430",No Match
2773-0328,Sustainable Technology and Entrepreneurship,Open access,2010.00,"1,830","1,610","243,230",No Match
2210-6502,Swarm and Evolutionary Computation,Hybrid,3580.00,"3,270","2,870","433,220",No Match
2405-805X,Synthetic and Systems Biotechnology,Open access,1500.00,"1,370","1,200","181,520",No Match
0379-6779,Synthetic Metals,Hybrid,3210.00,"2,930","2,570","388,440",No Match
0346-251X,System,Hybrid,3520.00,"3,210","2,820","425,960",No Match
0723-2020,Systematic and Applied Microbiology,Hybrid,3850.00,"3,510","3,080","465,890",No Match
0167-6911,Systems & Control Letters,Hybrid,2830.00,"2,580","2,270","342,460",No Match
2772-9419,Systems and Soft Computing,Open access,1820.00,"1,660","1,460","220,240",No Match
1028-4559,Taiwanese Journal of Obstetrics and Gynecology,Subsidised,**,**,**,**,No Match
0039-9140,Talanta,Hybrid,4290.00,"3,910","3,430","519,130",No Match
2666-8319,Talanta Open,Open access,2130.00,"1,940","1,710","257,750",No Match
1557-3087,Teaching and Learning in Nursing,Hybrid,2700.00,"2,460","2,160","326,730",No Match
0742-051X,Teaching and Teacher Education,Hybrid,2990.00,"2,730","2,390","361,820",No Match
2667-3207,Teaching and Teacher Education: Leadership and Professional Development,Open access,1300.00,"1,190","1,040","157,310",No Match
2405-6324,Technical Innovations & Patient Support in Radiation Oncology,Open access,1410.00,"1,290","1,130","170,620",No Match
2590-0307,Techniques and Innovations in Gastrointestinal Endoscopy,Hybrid,2180.00,"2,240","1,970","263,800",No Match
1089-2516,Techniques in Vascular and Interventional Radiology,Hybrid,3350.00,"3,060","2,680","405,380",No Match
0040-1625,Technological Forecasting and Social Change,Hybrid,3090.00,"2,820","2,470","373,920",No Match
0160-791X,Technology in Society,Hybrid,3240.00,"2,960","2,590","392,070",No Match
0166-4972,Technovation,Hybrid,3680.00,"3,360","2,950","445,320",No Match
0040-1951,Tectonophysics,Hybrid,3100.00,"2,830","2,480","375,130",No Match
0308-5961,Telecommunications Policy,Hybrid,3760.00,"3,430","3,010","455,000",No Match
0736-5853,Telematics and Informatics,Hybrid,3790.00,"3,460","3,030","458,630",No Match
2772-5030,Telematics and Informatics Reports,Open access,1740.00,"1,590","1,390","210,560",No Match
0040-4020,Tetrahedron,Hybrid,3500.00,"3,190","2,800","423,540",No Match
2666-951X,Tetrahedron Chem,Open access,2590.00,"2,360","2,070","313,420",No Match
2773-2231,Tetrahedron Green Chem,Open access,1800.00,"1,640","1,440","217,820",No Match
0040-4039,Tetrahedron Letters,Hybrid,3500.00,"3,190","2,800","423,540",No Match
0002-9149,The American Journal of Cardiology,Hybrid,3240.00,"2,960","2,590","392,070",No Match
0002-9165,The American Journal of Clinical Nutrition,Hybrid,5100.00,"4,650","4,080","617,150",No Match
1064-7481,The American Journal of Geriatric Psychiatry,Hybrid,4400.00,"4,010","3,520","532,440",No Match
0002-9297,The American Journal of Human Genetics,Hybrid,5150.00,"4,600","4,120","623,200",No Match
0002-9343,The American Journal of Medicine,Hybrid,3520.00,"3,210","2,820","425,960",No Match
0002-9440,The American Journal of Pathology,Hybrid,2800.00,"2,550","2,240","338,830",No Match
